OccupationalGrade,OccupationalCode,OccupationalTitle,EstimatedEmployment2008,ProjectedEmployment2018,NetChange20082018,PercentChange20082018,MeanAnnualWages2008,EntryAnnualWages2008,ExperiencedAnnualWages2008,20082018OpeningsGrowth,20082018OpeningsReplacement,20082018OpeningsTotal,AnnualOpeningsGrowth,AnnualOpeningsReplacement,AnnualOpeningsTotal,EducationTrainingRequired,WIARegion
D-,17-1021,Cartographers and Photogrammetrists,10,10,0,0%,$52660.00,$32570.00,$62700.00,0,3,3,0,0,0,Bachelor's degree,Southwest
B,17-1021,Cartographers and Photogrammetrists,120,140,20,16.53%,$52660.00,$32570.00,$62700.00,20,31,51,2,3,5,Bachelor's degree,Kansas City Metro
C,17-1021,Cartographers and Photogrammetrists,10,10,1,9.09%,$52660.00,$32570.00,$62700.00,1,3,4,0,0,0,Bachelor's degree,Northeast
C,17-1021,Cartographers and Photogrammetrists,10,20,1,7.14%,$52660.00,$32570.00,$62700.00,1,4,5,0,0,0,Bachelor's degree,Southeast
B,17-1021,Cartographers and Photogrammetrists,27,32,5,18.52%,$52660.00,$32570.00,$62700.00,5,7,12,1,1,2,Bachelor's degree,Ozark
B,17-1021,Cartographers and Photogrammetrists,10,10,1,8.33%,$52660.00,$32570.00,$62700.00,1,3,4,0,0,0,Bachelor's degree,Northwest
B,17-1012,Landscape Architects,10,10,1,12.5%,ND,ND,ND,1,1,2,0,0,0,Bachelor's degree,Northwest
F+,17-1012,Landscape Architects,140,150,7,4.93%,ND,ND,ND,7,24,31,1,2,3,Bachelor's degree,St. Louis Metro
B,17-1012,Landscape Architects,20,30,4,17.39%,ND,ND,ND,4,4,8,0,0,0,Bachelor's degree,Central
D,17-1012,Landscape Architects,10,10,0,0%,ND,ND,ND,0,1,1,0,0,0,Bachelor's degree,South Central
B,17-1012,Landscape Architects,10,10,1,10%,ND,ND,ND,1,2,3,0,0,0,Bachelor's degree,Southeast
B,17-1012,Landscape Architects,21,25,4,19.05%,ND,ND,ND,4,4,8,0,0,0,Bachelor's degree,Ozark
B,17-1012,Landscape Architects,10,10,1,9.09%,$66080.00,$38330.00,$79950.00,1,2,3,0,0,0,Bachelor's degree,Southwest
B,17-1012,Landscape Architects,10,10,2,33.33%,ND,ND,ND,2,1,3,0,0,0,Bachelor's degree,West Central
B,17-1012,Landscape Architects,70,80,11,15.71%,ND,ND,ND,11,12,23,1,1,2,Bachelor's degree,Kansas City Metro
B,17-1012,Landscape Architects,10,10,1,16.67%,ND,ND,ND,1,1,2,0,0,0,Bachelor's degree,Northeast
D,17-1011,"Architects, Except Landscape and Naval",60,60,-1,-1.56%,$65800.00,$39050.00,$79180.00,0,11,11,0,1,1,Bachelor's degree,Southwest
A-,17-1011,"Architects, Except Landscape and Naval",780,860,81,10.36%,$65800.00,$39050.00,$79180.00,81,132,213,8,13,21,Bachelor's degree,Kansas City Metro
B+,17-1011,"Architects, Except Landscape and Naval",200,220,17,8.33%,$65800.00,$39050.00,$79180.00,$17,$34,51,$2,$3,5,Bachelor's degree,Central
B-,17-1011,"Architects, Except Landscape and Naval",70,70,2,2.78%,$65800.00,$39050.00,$79180.00,2,12,14,0,1,1,Bachelor's degree,Southeast
B+,17-1011,"Architects, Except Landscape and Naval",178,190,12,6.74%,$65800.00,$39050.00,$79180.00,12,30,42,1,3,4,Bachelor's degree,Ozark
B-,17-1011,"Architects, Except Landscape and Naval",60,70,4,6.56%,$65800.00,$39050.00,$79180.00,4,10,14,0,1,1,Bachelor's degree,Northwest
B+,17-1011,"Architects, Except Landscape and Naval",60,60,2,3.51%,$65800.00,$39050.00,$79180.00,2,10,12,0,1,1,Bachelor's degree,West Central
D,17-1011,"Architects, Except Landscape and Naval",60,60,0,0%,$65800.00,$39050.00,$79180.00,0,10,10,0,1,1,Bachelor's degree,Northeast
B-,17-1011,"Architects, Except Landscape and Naval",1420,1410,-11,-0.77%,$65800.00,$39050.00,$79180.00,0,240,240,0,24,24,Bachelor's degree,St. Louis Metro
B+,17-1011,"Architects, Except Landscape and Naval",50,50,3,6.38%,$65800.00,$39050.00,$79180.00,3,8,11,0,1,1,Bachelor's degree,South Central
D,15-2091,Mathematical Technicians,ND,ND,1,ND,ND,ND,ND,1,0,1,0,0,0,Master's degree,Southeast
F+,15-2091,Mathematical Technicians,ND,ND,1,ND,ND,ND,ND,1,5,6,0,1,1,Master's degree,Kansas City Metro
F,15-2091,Mathematical Technicians,ND,ND,0,ND,ND,ND,ND,0,0,0,0,0,0,Master's degree,Southwest
F+,15-2091,Mathematical Technicians,ND,ND,1,ND,ND,ND,ND,1,7,8,0,1,1,Master's degree,St. Louis Metro
D,15-2091,Mathematical Technicians,ND,ND,1,ND,ND,ND,ND,1,1,2,0,0,0,Master's degree,Ozark
F,15-2091,Mathematical Technicians,ND,ND,0,ND,ND,ND,ND,0,0,0,0,0,0,Master's degree,Northeast
F+,15-2091,Mathematical Technicians,ND,ND,0,ND,ND,ND,ND,0,0,0,0,0,0,Master's degree,West Central
F,15-2091,Mathematical Technicians,ND,ND,0,ND,ND,ND,ND,0,1,1,0,0,0,Master's degree,Central
B-,15-2041,Statisticians,90,100,6,6.52%,$65100.00,$39210.00,$78040.00,6,27,33,1,3,4,Master's degree,Kansas City Metro
B,15-2041,Statisticians,10,10,1,12.5%,$65100.00,$39210.00,$78040.00,1,2,3,0,0,0,Master's degree,South Central
B,15-2041,Statisticians,10,10,1,9.09%,$65100.00,$39210.00,$78040.00,1,3,4,0,0,0,Master's degree,West Central
D,15-2041,Statisticians,20,20,0,0%,$65100.00,$39210.00,$78040.00,0,4,4,0,0,0,Master's degree,Northwest
B-,15-2041,Statisticians,10,10,1,10%,$65100.00,$39210.00,$78040.00,1,3,4,0,0,0,Master's degree,Northeast
B-,15-2041,Statisticians,20,20,1,5.56%,$65100.00,$39210.00,$78040.00,1,5,6,0,1,1,Master's degree,Southeast
B,15-2041,Statisticians,10,10,2,22.22%,$65100.00,$39210.00,$78040.00,2,3,5,0,0,0,Master's degree,Southwest
B-,15-2041,Statisticians,70,70,4,5.71%,$65100.00,$39210.00,$78040.00,4,21,25,0,2,2,Master's degree,Central
B-,15-2041,Statisticians,24,26,2,8.33%,$65100.00,$39210.00,$78040.00,2,7,9,0,1,1,Master's degree,Ozark
B-,15-2041,Statisticians,170,180,10,5.88%,$65100.00,$39210.00,$78040.00,10,50,60,1,5,6,Master's degree,St. Louis Metro
B,15-2031,Operations Research Analysts,47,58,11,23.4%,ND,ND,ND,11,14,25,1,1,2,Master's degree,Ozark
B,15-2031,Operations Research Analysts,50,60,9,19.15%,$70030.00,$47700.00,$81200.00,9,14,23,1,1,2,Master's degree,Central
B,15-2031,Operations Research Analysts,10,10,2,25%,$70030.00,$47700.00,$81200.00,2,2,4,0,0,0,Master's degree,West Central
B,15-2031,Operations Research Analysts,10,20,5,38.46%,$70030.00,$47700.00,$81200.00,5,4,9,1,0,1,Master's degree,Northwest
A-,15-2031,Operations Research Analysts,190,220,29,15.03%,$70030.00,$47700.00,$81200.00,29,56,85,3,6,9,Master's degree,Kansas City Metro
D,15-2031,Operations Research Analysts,10,10,0,0%,$70030.00,$47700.00,$81200.00,0,2,2,0,0,0,Master's degree,South Central
B,15-2031,Operations Research Analysts,10,10,2,20%,$70030.00,$47700.00,$81200.00,2,3,5,0,0,0,Master's degree,Northeast
B,15-2031,Operations Research Analysts,20,20,2,9.52%,$70030.00,$47700.00,$81200.00,2,6,8,0,1,1,Master's degree,Southeast
B,15-2031,Operations Research Analysts,20,20,5,29.41%,$70030.00,$47700.00,$81200.00,5,5,10,1,1,2,Master's degree,Southwest
B,15-2031,Operations Research Analysts,400,430,32,8.08%,$70030.00,$47700.00,$81200.00,32,115,147,3,12,15,Master's degree,St. Louis Metro
B,15-2021,Mathematicians,20,20,2,13.33%,$81510.00,$64230.00,$90150.00,2,4,6,0,0,0,Doctoral degree,St. Louis Metro
B,15-2021,Mathematicians,10,10,2,28.57%,$81510.00,$64230.00,$90150.00,2,2,4,0,0,0,Doctoral degree,Kansas City Metro
B,15-2021,Mathematicians,1,2,1,100%,$81510.00,$64230.00,$90150.00,1,0,1,0,0,0,Doctoral degree,Ozark
B,15-2011,Actuaries,140,170,26,18.57%,$86490.00,$47750.00,$105860.00,26,41,67,3,4,7,"Bachelor's or higher degree, plus work experience",St. Louis Metro
B,15-2011,Actuaries,10,10,1,11.11%,$86490.00,$47750.00,$105860.00,1,3,4,0,0,0,"Bachelor's or higher degree, plus work experience",Southeast
B,15-2011,Actuaries,80,100,22,28.21%,$86490.00,$47750.00,$105860.00,22,23,45,2,2,4,"Bachelor's or higher degree, plus work experience",Kansas City Metro
B,15-2011,Actuaries,20,30,4,17.39%,$86490.00,$47750.00,$105860.00,4,7,11,0,1,1,"Bachelor's or higher degree, plus work experience",Central
B,15-2011,Actuaries,22,28,6,27.27%,$86490.00,$47750.00,$105860.00,6,6,12,1,1,2,"Bachelor's or higher degree, plus work experience",Ozark
B,15-2011,Actuaries,10,10,1,20%,$86490.00,$47750.00,$105860.00,1,1,2,0,0,0,"Bachelor's or higher degree, plus work experience",Northeast
B,15-2011,Actuaries,10,10,1,14.29%,$86490.00,$47750.00,$105860.00,1,2,3,0,0,0,"Bachelor's or higher degree, plus work experience",Southwest
D,15-2011,Actuaries,0,0,0,0%,$86490.00,$47750.00,$105860.00,0,1,1,0,0,0,"Bachelor's or higher degree, plus work experience",South Central
B,15-2011,Actuaries,10,10,2,25%,$86490.00,$47750.00,$105860.00,2,2,4,0,0,0,"Bachelor's or higher degree, plus work experience",Northwest
B,15-2011,Actuaries,10,10,1,20%,$86490.00,$47750.00,$105860.00,1,1,2,0,0,0,"Bachelor's or higher degree, plus work experience",West Central
B+,15-1099,"Computer Specialists, All Other",470,490,24,5.15%,$74510.00,$50790.00,$86370.00,24,100,124,2,10,12,Associate degree,Central
A-,15-1099,"Computer Specialists, All Other",80,80,6,7.89%,$74510.00,$50790.00,$86370.00,6,16,22,1,2,3,Associate degree,Northwest
B+,15-1099,"Computer Specialists, All Other",100,100,3,2.97%,$74510.00,$50790.00,$86370.00,3,22,25,0,2,2,Associate degree,West Central
A-,15-1099,"Computer Specialists, All Other",ND,ND,8,ND,$74510.00,$50790.00,$86370.00,8,17,25,1,2,3,Associate degree,Southeast
B+,15-1099,"Computer Specialists, All Other",1630,1730,106,6.52%,$74510.00,$50790.00,$86370.00,106,351,457,11,35,46,Associate degree,St. Louis Metro
B+,15-1099,"Computer Specialists, All Other",1290,1350,58,4.5%,$74510.00,$50790.00,$86370.00,58,278,336,6,28,34,Associate degree,Kansas City Metro
B+,15-1099,"Computer Specialists, All Other",220,247,27,12.27%,$74510.00,$50790.00,$86370.00,27,47,74,3,5,8,Associate degree,Ozark
B+,15-1099,"Computer Specialists, All Other",70,80,4,5.56%,$74510.00,$50790.00,$86370.00,4,16,20,0,2,2,Associate degree,South Central
B+,15-1099,"Computer Specialists, All Other",ND,ND,6,ND,$74510.00,$50790.00,$86370.00,6,13,19,1,1,2,Associate degree,Northeast
A-,15-1099,"Computer Specialists, All Other",ND,ND,5,ND,ND,ND,ND,5,13,18,1,1,2,Associate degree,Southwest
A+,15-1081,Network Systems and Data Communications Analysts,2670,3490,813,30.42%,$74790.00,$46450.00,$88960.00,813,480,1293,81,48,129,Bachelor's degree,St. Louis Metro
A+,15-1081,Network Systems and Data Communications Analysts,1260,1830,576,45.9%,$74790.00,$46450.00,$88960.00,576,226,802,58,23,81,Bachelor's degree,Kansas City Metro
A+,15-1081,Network Systems and Data Communications Analysts,365,528,163,44.66%,$74790.00,$46450.00,$88960.00,163,66,229,16,7,23,Bachelor's degree,Ozark
A+,15-1081,Network Systems and Data Communications Analysts,400,560,161,40.25%,$74790.00,$46450.00,$88960.00,161,72,233,16,7,23,Bachelor's degree,Central
A-,15-1081,Network Systems and Data Communications Analysts,150,210,59,38.82%,$74790.00,$46450.00,$88960.00,59,27,86,6,3,9,Bachelor's degree,Southeast
A-,15-1081,Network Systems and Data Communications Analysts,80,110,38,50.67%,$74790.00,$46450.00,$88960.00,38,13,51,4,1,5,Bachelor's degree,South Central
A-,15-1081,Network Systems and Data Communications Analysts,100,140,42,41.58%,$74790.00,$46450.00,$88960.00,42,18,60,4,2,6,Bachelor's degree,West Central
A-,15-1081,Network Systems and Data Communications Analysts,100,140,39,37.86%,$74790.00,$46450.00,$88960.00,39,19,58,4,2,6,Bachelor's degree,Northeast
A+,15-1081,Network Systems and Data Communications Analysts,160,220,56,34.57%,$74790.00,$46450.00,$88960.00,56,29,85,6,3,9,Bachelor's degree,Southwest
A+,15-1081,Network Systems and Data Communications Analysts,120,170,51,41.8%,$74790.00,$46450.00,$88960.00,51,22,73,5,2,7,Bachelor's degree,Northwest
A-,15-1071,Network and Computer Systems Administrators,200,220,26,13.13%,$63200.00,$43050.00,$73270.00,26,33,59,3,3,6,Bachelor's degree,West Central
A-,15-1071,Network and Computer Systems Administrators,330,370,47,14.46%,$63200.00,$43050.00,$73270.00,47,54,101,5,5,10,Bachelor's degree,Southeast
A-,15-1071,Network and Computer Systems Administrators,190,210,22,11.58%,$63200.00,$43050.00,$73270.00,22,32,54,2,3,5,Bachelor's degree,Northeast
A-,15-1071,Network and Computer Systems Administrators,300,340,33,10.93%,$63200.00,$43050.00,$73270.00,33,50,83,3,5,8,Bachelor's degree,Southwest
A,15-1071,Network and Computer Systems Administrators,4600,5000,394,8.56%,$63200.00,$43050.00,$73270.00,394,767,1161,39,77,116,Bachelor's degree,St. Louis Metro
A+,15-1071,Network and Computer Systems Administrators,240,280,34,13.99%,$63200.00,$43050.00,$73270.00,34,41,75,3,4,7,Bachelor's degree,Northwest
A+,15-1071,Network and Computer Systems Administrators,720,830,113,15.67%,$63200.00,$43050.00,$73270.00,113,120,233,11,12,23,Bachelor's degree,Central
A-,15-1071,Network and Computer Systems Administrators,130,160,26,19.4%,$63200.00,$43050.00,$73270.00,26,22,48,3,2,5,Bachelor's degree,South Central
A+,15-1071,Network and Computer Systems Administrators,2170,2560,385,17.72%,$63200.00,$43050.00,$73270.00,385,362,747,39,36,75,Bachelor's degree,Kansas City Metro
A+,15-1071,Network and Computer Systems Administrators,704,855,151,21.45%,$63200.00,$43050.00,$73270.00,151,117,268,15,12,27,Bachelor's degree,Ozark
A-,15-1061,Database Administrators,ND,ND,131,ND,$61020.00,$35760.00,$73650.00,131,112,243,13,11,24,Bachelor's degree,Kansas City Metro
A-,15-1061,Database Administrators,ND,ND,34,ND,$61020.00,$35760.00,$73650.00,34,33,67,3,3,6,Bachelor's degree,Ozark
A-,15-1061,Database Administrators,ND,ND,8,ND,$61020.00,$35760.00,$73650.00,8,6,14,1,1,2,Bachelor's degree,South Central
A-,15-1061,Database Administrators,90,90,7,8.24%,$61020.00,$35760.00,$73650.00,7,14,21,1,1,2,Bachelor's degree,Southwest
A-,15-1061,Database Administrators,ND,ND,13,ND,$61020.00,$35760.00,$73650.00,13,12,25,1,1,2,Bachelor's degree,Northwest
A-,15-1061,Database Administrators,ND,ND,155,ND,$61020.00,$35760.00,$73650.00,155,236,391,16,24,40,Bachelor's degree,St. Louis Metro
B+,15-1061,Database Administrators,60,70,5,8.2%,$61020.00,$35760.00,$73650.00,5,10,15,1,1,2,Bachelor's degree,Northeast
A-,15-1061,Database Administrators,ND,ND,6,ND,$61020.00,$35760.00,$73650.00,6,9,15,1,1,2,Bachelor's degree,West Central
A-,15-1061,Database Administrators,90,100,8,8.79%,$61020.00,$35760.00,$73650.00,8,15,23,1,2,3,Bachelor's degree,Southeast
A-,15-1061,Database Administrators,ND,ND,30,ND,$61020.00,$35760.00,$73650.00,30,37,67,3,4,7,Bachelor's degree,Central
A+,15-1051,Computer Systems Analysts,5260,5760,501,9.52%,$72020.00,$50690.00,$82680.00,501,1134,1635,50,113,163,Bachelor's degree,St. Louis Metro
A,15-1051,Computer Systems Analysts,180,210,28,15.38%,$72020.00,$50690.00,$82680.00,28,39,67,3,4,7,Bachelor's degree,West Central
A+,15-1051,Computer Systems Analysts,2790,3340,552,19.77%,$72020.00,$50690.00,$82680.00,552,602,1154,55,60,115,Bachelor's degree,Kansas City Metro
A+,15-1051,Computer Systems Analysts,140,160,25,18.12%,$72020.00,$50690.00,$82680.00,25,30,55,3,3,6,Bachelor's degree,South Central
A-,15-1051,Computer Systems Analysts,280,320,39,13.98%,$72020.00,$50690.00,$82680.00,39,60,99,4,6,10,Bachelor's degree,Southeast
A-,15-1051,Computer Systems Analysts,180,200,23,12.71%,$72020.00,$50690.00,$82680.00,23,39,62,2,4,6,Bachelor's degree,Northeast
A,15-1051,Computer Systems Analysts,682,800,118,17.3%,$72020.00,$50690.00,$82680.00,118,147,265,12,15,27,Bachelor's degree,Ozark
A+,15-1051,Computer Systems Analysts,700,810,113,16.24%,$72020.00,$50690.00,$82680.00,113,150,263,11,15,26,Bachelor's degree,Central
A+,15-1051,Computer Systems Analysts,230,270,32,13.73%,$72020.00,$50690.00,$82680.00,32,50,82,3,5,8,Bachelor's degree,Northwest
A,15-1051,Computer Systems Analysts,280,300,24,8.6%,$72020.00,$50690.00,$82680.00,24,60,84,2,6,8,Bachelor's degree,Southwest
B+,15-1041,Computer Support Specialists,1020,1090,75,7.37%,$43140.00,$27870.00,$50770.00,75,282,357,8,28,36,Associate degree,Central
B+,15-1041,Computer Support Specialists,280,300,22,7.94%,$43140.00,$27870.00,$50770.00,22,77,99,2,8,10,Associate degree,West Central
A-,15-1041,Computer Support Specialists,2910,3280,371,12.77%,$43140.00,$27870.00,$50770.00,371,804,1175,37,80,117,Associate degree,Kansas City Metro
B+,15-1041,Computer Support Specialists,270,280,16,6.02%,$43140.00,$27870.00,$50770.00,16,74,90,2,7,9,Associate degree,Northeast
B+,15-1041,Computer Support Specialists,390,410,17,4.36%,$43140.00,$27870.00,$50770.00,17,108,125,2,11,13,Associate degree,Southwest
B+,15-1041,Computer Support Specialists,5810,6090,285,4.91%,$43140.00,$27870.00,$50770.00,285,1607,1892,29,161,190,Associate degree,St. Louis Metro
B+,15-1041,Computer Support Specialists,905,1007,102,11.27%,$43140.00,$27870.00,$50770.00,102,251,353,10,25,35,Associate degree,Ozark
B+,15-1041,Computer Support Specialists,430,450,23,5.39%,$43140.00,$27870.00,$50770.00,23,118,141,2,12,14,Associate degree,Southeast
A-,15-1041,Computer Support Specialists,200,220,22,11.17%,$43140.00,$27870.00,$50770.00,22,55,77,2,6,8,Associate degree,South Central
B+,15-1041,Computer Support Specialists,340,360,22,6.53%,$43140.00,$27870.00,$50770.00,22,93,115,2,9,11,Associate degree,Northwest
A-,15-1032,"Computer Software Engineers, Systems Software",60,80,18,28.57%,$78380.00,$56420.00,$89370.00,18,5,23,2,1,3,Bachelor's degree,South Central
A-,15-1032,"Computer Software Engineers, Systems Software",290,380,88,30.03%,$78380.00,$56420.00,$89370.00,88,25,113,9,3,12,Bachelor's degree,Central
A+,15-1032,"Computer Software Engineers, Systems Software",1270,1700,425,33.36%,$78380.00,$56420.00,$89370.00,425,107,532,43,11,54,Bachelor's degree,Kansas City Metro
A-,15-1032,"Computer Software Engineers, Systems Software",120,140,19,16.24%,$78380.00,$56420.00,$89370.00,19,10,29,2,1,3,Bachelor's degree,Southwest
A-,15-1032,"Computer Software Engineers, Systems Software",80,100,24,31.58%,$78380.00,$56420.00,$89370.00,24,6,30,2,1,3,Bachelor's degree,West Central
A-,15-1032,"Computer Software Engineers, Systems Software",70,90,21,29.58%,$78380.00,$56420.00,$89370.00,21,6,27,2,1,3,Bachelor's degree,Northeast
A-,15-1032,"Computer Software Engineers, Systems Software",120,150,31,25.62%,$78380.00,$56420.00,$89370.00,31,10,41,3,1,4,Bachelor's degree,Southeast
A-,15-1032,"Computer Software Engineers, Systems Software",100,120,28,29.17%,$78380.00,$56420.00,$89370.00,28,8,36,3,1,4,Bachelor's degree,Northwest
A-,15-1032,"Computer Software Engineers, Systems Software",308,398,90,29.22%,$78380.00,$56420.00,$89370.00,90,26,116,9,3,12,Bachelor's degree,Ozark
A-,15-1032,"Computer Software Engineers, Systems Software",2350,2810,462,19.69%,$78380.00,$56420.00,$89370.00,462,197,659,46,20,66,Bachelor's degree,St. Louis Metro
A-,15-1031,"Computer Software Engineers, Applications",547,672,125,22.85%,$76060.00,$50600.00,$88790.00,125,46,171,13,5,18,Bachelor's degree,Ozark
A+,15-1031,"Computer Software Engineers, Applications",2200,2760,558,25.33%,$76060.00,$50600.00,$88790.00,558,185,743,56,19,75,Bachelor's degree,Kansas City Metro
A-,15-1031,"Computer Software Engineers, Applications",220,270,49,22.07%,$76060.00,$50600.00,$88790.00,49,19,68,5,2,7,Bachelor's degree,Northwest
A+,15-1031,"Computer Software Engineers, Applications",4200,4890,688,16.39%,$76060.00,$50600.00,$88790.00,688,353,1041,69,35,104,Bachelor's degree,St. Louis Metro
A-,15-1031,"Computer Software Engineers, Applications",270,310,46,17.36%,$76060.00,$50600.00,$88790.00,46,22,68,5,2,7,Bachelor's degree,Southeast
A-,15-1031,"Computer Software Engineers, Applications",730,860,128,17.49%,$76060.00,$50600.00,$88790.00,128,62,190,13,6,19,Bachelor's degree,Central
A-,15-1031,"Computer Software Engineers, Applications",140,170,33,23.74%,$76060.00,$50600.00,$88790.00,33,12,45,3,1,4,Bachelor's degree,South Central
A-,15-1031,"Computer Software Engineers, Applications",240,280,44,18.33%,$76060.00,$50600.00,$88790.00,44,20,64,4,2,6,Bachelor's degree,Southwest
A-,15-1031,"Computer Software Engineers, Applications",160,200,36,22.64%,$76060.00,$50600.00,$88790.00,36,13,49,4,1,5,Bachelor's degree,West Central
A-,15-1031,"Computer Software Engineers, Applications",190,230,37,19.68%,$76060.00,$50600.00,$88790.00,37,16,53,4,2,6,Bachelor's degree,Northeast
C+,15-1021,Computer Programmers,2360,2220,-135,-5.73%,$66950.00,$42410.00,$79210.00,0,444,444,0,44,44,Bachelor's degree,Kansas City Metro
C,15-1021,Computer Programmers,260,230,-35,-13.36%,$66950.00,$42410.00,$79210.00,0,49,49,0,5,5,Bachelor's degree,Southwest
C,15-1021,Computer Programmers,150,140,-6,-4.08%,$66950.00,$42410.00,$79210.00,0,28,28,0,3,3,Bachelor's degree,South Central
C,15-1021,Computer Programmers,250,230,-22,-8.84%,$66950.00,$42410.00,$79210.00,0,47,47,0,5,5,Bachelor's degree,Northwest
C,15-1021,Computer Programmers,615,566,-49,-7.97%,$66950.00,$42410.00,$79210.00,0,116,116,0,12,12,Bachelor's degree,Ozark
C,15-1021,Computer Programmers,190,180,-19,-9.79%,$66950.00,$42410.00,$79210.00,0,37,37,0,4,4,Bachelor's degree,Northeast
B-,15-1021,Computer Programmers,200,180,-14,-7.14%,$66950.00,$42410.00,$79210.00,0,37,37,0,4,4,Bachelor's degree,West Central
C+,15-1021,Computer Programmers,4520,3930,-590,-13.05%,$66950.00,$42410.00,$79210.00,0,851,851,0,85,85,Bachelor's degree,St. Louis Metro
C,15-1021,Computer Programmers,940,880,-61,-6.5%,ND,ND,ND,0,177,177,0,18,18,Bachelor's degree,Central
C,15-1021,Computer Programmers,300,270,-29,-9.73%,$66950.00,$42410.00,$79210.00,0,56,56,0,6,6,Bachelor's degree,Southeast
D,15-1011,"Computer and Information Scientists, Research",ND,ND,0,ND,$77220.00,$57520.00,$87070.00,0,1,1,0,0,0,Doctoral degree,Southwest
B-,15-1011,"Computer and Information Scientists, Research",ND,ND,0,ND,ND,ND,ND,0,1,1,0,0,0,Doctoral degree,West Central
B,15-1011,"Computer and Information Scientists, Research",ND,ND,2,ND,ND,ND,ND,2,4,6,0,0,0,Doctoral degree,Central
B,15-1011,"Computer and Information Scientists, Research",ND,ND,24,ND,ND,ND,ND,24,36,60,2,4,6,Doctoral degree,Kansas City Metro
B,15-1011,"Computer and Information Scientists, Research",ND,ND,1,ND,ND,ND,ND,1,1,2,0,0,0,Doctoral degree,Northwest
B,15-1011,"Computer and Information Scientists, Research",ND,ND,1,ND,ND,ND,ND,1,1,2,0,0,0,Doctoral degree,Southeast
D,15-1011,"Computer and Information Scientists, Research",ND,ND,0,ND,ND,ND,ND,0,1,1,0,0,0,Doctoral degree,Northeast
B-,15-1011,"Computer and Information Scientists, Research",ND,ND,5,ND,ND,ND,ND,5,47,52,1,5,6,Doctoral degree,St. Louis Metro
B-,15-1011,"Computer and Information Scientists, Research",ND,ND,2,ND,ND,ND,ND,2,5,7,0,1,1,Doctoral degree,Ozark
D,15-1011,"Computer and Information Scientists, Research",ND,ND,0,ND,ND,ND,ND,0,0,0,0,0,0,Doctoral degree,South Central
D,13-2099,"Financial Specialists, All Other",30,30,-1,-3.23%,$64350.00,$40280.00,$76380.00,0,6,6,0,1,1,Bachelor's degree,South Central
B+,13-2099,"Financial Specialists, All Other",490,500,13,2.68%,$64350.00,$40280.00,$76380.00,13,88,101,1,9,10,Bachelor's degree,Kansas City Metro
